source	target	distance	source_hex	source_base	target_hex	target_base
burlywood1	blue	0.302793717239535	#FFD39B	wood	#0000FF	blue
chartreuse	blue	0.40555985723933	#7FFF00	chartreuse	#0000FF	blue
chartreuse	blue2	0.392568834469329	#7FFF00	chartreuse	#0000EE	blue
chartreuse	blue3	0.367350966739329	#7FFF00	chartreuse	#0000CD	blue
chartreuse	blue4	0.316915231279327	#7FFF00	chartreuse	#00008B	blue
chartreuse	blueviolet	0.311011993896282	#7FFF00	chartreuse	#8A2BE2	blueviolet
chartreuse2	blue	0.391328430862125	#76EE00	chartreuse	#0000FF	blue
chartreuse2	blue2	0.378337408092125	#76EE00	chartreuse	#0000EE	blue
chartreuse2	blue3	0.353119540362124	#76EE00	chartreuse	#0000CD	blue
chartreuse2	blue4	0.302683804902123	#76EE00	chartreuse	#00008B	blue
chartreuse2	blueviolet	0.301664348127488	#76EE00	chartreuse	#8A2BE2	blueviolet
chartreuse3	blue	0.364213176712394	#66CD00	chartreuse	#0000FF	blue
chartreuse3	blue2	0.351222153942394	#66CD00	chartreuse	#0000EE	blue
chartreuse3	blue3	0.326004286212393	#66CD00	chartreuse	#0000CD	blue
chartreuse4	blue	0.315972288730897	#458B00	chartreuse	#0000FF	blue
chocolate	blue	0.313437860741177	#D2691E	chocolate	#0000FF	blue
chocolate	blue2	0.300446837971176	#D2691E	chocolate	#0000EE	blue
chocolate1	blue	0.338847073180181	#FF7F24	chocolate	#0000FF	blue
chocolate1	blue2	0.325856050410181	#FF7F24	chocolate	#0000EE	blue
chocolate1	blue3	0.30063818268018	#FF7F24	chocolate	#0000CD	blue
chocolate2	blue	0.329358329164174	#EE7621	chocolate	#0000FF	blue
chocolate2	blue2	0.316367306394173	#EE7621	chocolate	#0000EE	blue
chocolate3	blue	0.310506352733236	#CD661D	chocolate	#0000FF	blue
coral	blue	0.305223249540181	#FF7F50	coral	#0000FF	blue
cyan	brown	0.300842792940801	#00FFFF	cyan	#A52A2A	brown
cyan	brown1	0.334807453519475	#00FFFF	cyan	#FF4040	brown
cyan	brown2	0.329187154016437	#00FFFF	cyan	#EE3B3B	brown
cyan	brown3	0.316670662440603	#00FFFF	cyan	#CD3333	brown
cyan2	brown1	0.318797865788061	#00EEEE	cyan	#FF4040	brown
cyan2	brown2	0.313177566285022	#00EEEE	cyan	#EE3B3B	brown
cyan2	brown3	0.300661074709189	#00EEEE	cyan	#CD3333	brown
darkgoldenrod	blue	0.337880358995043	#B8860B	goldenrod	#0000FF	blue
darkgoldenrod	blue2	0.324889336225043	#B8860B	goldenrod	#0000EE	blue
darkgoldenrod1	blue	0.392790766714737	#FFB90F	goldenrod	#0000FF	blue
darkgoldenrod1	blue2	0.379799743944737	#FFB90F	goldenrod	#0000EE	blue
darkgoldenrod1	blue3	0.354581876214736	#FFB90F	goldenrod	#0000CD	blue
darkgoldenrod1	blue4	0.304146140754735	#FFB90F	goldenrod	#00008B	blue
darkgoldenrod2	blue	0.379813531241253	#EEAD0E	goldenrod	#0000FF	blue
darkgoldenrod2	blue2	0.366822508471252	#EEAD0E	goldenrod	#0000EE	blue
darkgoldenrod2	blue3	0.341604640741252	#EEAD0E	goldenrod	#0000CD	blue
darkgoldenrod3	blue	0.354206170290376	#CD950C	goldenrod	#0000FF	blue
darkgoldenrod3	blue2	0.341215147520376	#CD950C	goldenrod	#0000EE	blue
darkgoldenrod3	blue3	0.315997279790375	#CD950C	goldenrod	#0000CD	blue
darkgoldenrod4	blue	0.302991448388623	#8B6508	goldenrod	#0000FF	blue
darkmagenta	cyan	0.314639416966601	#8B008B	magenta	#00FFFF	cyan
darkolivegreen1	blue	0.346005192226283	#CAFF70	olivegreen	#0000FF	blue
darkolivegreen1	blue2	0.333014169456283	#CAFF70	olivegreen	#0000EE	blue
darkolivegreen1	blue3	0.307796301726282	#CAFF70	olivegreen	#0000CD	blue
darkolivegreen2	blue	0.336151638348615	#BCEE68	olivegreen	#0000FF	blue
darkolivegreen2	blue2	0.323160615578615	#BCEE68	olivegreen	#0000EE	blue
darkolivegreen3	blue	0.316263773577957	#A2CD5A	olivegreen	#0000FF	blue
darkolivegreen3	blue2	0.303272750807957	#A2CD5A	olivegreen	#0000EE	blue
darkorange	blue	0.374851396302583	#FF8C00	orange	#0000FF	blue
darkorange	blue2	0.361860373532582	#FF8C00	orange	#0000EE	blue
darkorange	blue3	0.336642505802581	#FF8C00	orange	#0000CD	blue
darkorange1	blue	0.366357474340182	#FF7F00	orange	#0000FF	blue
darkorange1	blue2	0.353366451570182	#FF7F00	orange	#0000EE	blue
darkorange1	blue3	0.328148583840181	#FF7F00	orange	#0000CD	blue
darkorange2	blue	0.354576196894174	#EE7600	orange	#0000FF	blue
darkorange2	blue2	0.341585174124174	#EE7600	orange	#0000EE	blue
darkorange2	blue3	0.316367306394173	#EE7600	orange	#0000CD	blue
darkorange3	blue	0.332667509223236	#CD6600	orange	#0000FF	blue
darkorange3	blue2	0.319676486453236	#CD6600	orange	#0000EE	blue
darkorchid1	chartreuse	0.321449792131597	#BF3EFF	orchid	#7FFF00	chartreuse
darkorchid1	chartreuse2	0.312102146362803	#BF3EFF	orchid	#76EE00	chartreuse
darkorchid2	chartreuse	0.309264753297163	#B23AEE	orchid	#7FFF00	chartreuse
darkred	cyan	0.324598595206554	#8B0000	red	#00FFFF	cyan
darkred	cyan2	0.308589007475139	#8B0000	red	#00EEEE	cyan
darkviolet	chartreuse	0.320563754177602	#9400D3	violet	#7FFF00	chartreuse
darkviolet	chartreuse2	0.306332327800398	#9400D3	violet	#76EE00	chartreuse
darkviolet	cyan	0.314949000994237	#9400D3	violet	#00FFFF	cyan
darkviolet	darkgoldenrod1	0.30779466365301	#9400D3	violet	#FFB90F	goldenrod
deeppink	cyan	0.367144640462036	#FF1493	pink	#00FFFF	cyan
deeppink	cyan2	0.351135052730622	#FF1493	pink	#00EEEE	cyan
deeppink	cyan3	0.32621150307634	#FF1493	pink	#00CDCD	cyan
deeppink	darkturquoise	0.326473748439135	#FF1493	pink	#00CED1	turquoise
deeppink2	cyan	0.359272309709159	#EE1289	pink	#00FFFF	cyan
deeppink2	cyan2	0.343262721977745	#EE1289	pink	#00EEEE	cyan
deeppink2	cyan3	0.312841182782017	#EE1289	pink	#00CDCD	cyan
deeppink2	darkturquoise	0.313341973717444	#EE1289	pink	#00CED1	turquoise
deeppink3	cyan	0.342323404397967	#CD1076	pink	#00FFFF	cyan
deeppink3	cyan2	0.326313816666553	#CD1076	pink	#00EEEE	cyan
deeppink4	cyan	0.310165777156528	#8B0A50	pink	#00FFFF	cyan
deepskyblue	deeppink	0.311458772271773	#00BFFF	skyblue	#FF1493	pink
deepskyblue	deeppink2	0.303586441518896	#00BFFF	skyblue	#EE1289	pink
deepskyblue2	deeppink	0.304149856289847	#00B2EE	skyblue	#FF1493	pink
dodgerblue	chartreuse	0.306993542856749	#1E90FF	blue	#7FFF00	chartreuse
firebrick	cyan	0.316275364996807	#B22222	firebrick	#00FFFF	cyan
firebrick	cyan2	0.300265777265393	#B22222	firebrick	#00EEEE	cyan
firebrick1	cyan	0.3498753007961	#FF3030	firebrick	#00FFFF	cyan
firebrick1	cyan2	0.333865713064686	#FF3030	firebrick	#00EEEE	cyan
firebrick1	cyan3	0.302788278056647	#FF3030	firebrick	#00CDCD	cyan
firebrick1	darkturquoise	0.303944964804385	#FF3030	firebrick	#00CED1	turquoise
firebrick2	cyan	0.343313260838272	#EE2C2C	firebrick	#00FFFF	cyan
firebrick2	cyan2	0.327303673106858	#EE2C2C	firebrick	#00EEEE	cyan
firebrick3	cyan	0.328913288352861	#CD2626	firebrick	#00FFFF	cyan
firebrick3	cyan2	0.312903700621447	#CD2626	firebrick	#00EEEE	cyan
firebrick4	cyan	0.300113343382038	#8B1A1A	firebrick	#00FFFF	cyan
gold	blue	0.423854792239508	#FFD700	gold	#0000FF	blue
gold	blue2	0.410863769469507	#FFD700	gold	#0000EE	blue
gold	blue3	0.385645901739507	#FFD700	gold	#0000CD	blue
gold	blue4	0.335210166279505	#FFD700	gold	#00008B	blue
gold	blueviolet	0.325697175951538	#FFD700	gold	#8A2BE2	blueviolet
gold	darkorchid1	0.321810368556695	#FFD700	gold	#BF3EFF	orchid
gold	darkorchid2	0.311182230640443	#FFD700	gold	#B23AEE	orchid
gold	darkviolet	0.33885868917778	#FFD700	gold	#9400D3	violet
gold	dodgerblue	0.319354972157829	#FFD700	gold	#1E90FF	blue
gold	dodgerblue2	0.313591955504937	#FFD700	gold	#1C86EE	blue
gold	dodgerblue3	0.30152334278417	#FFD700	gold	#1874CD	blue
gold2	blue	0.408806621731038	#EEC900	gold	#0000FF	blue
gold2	blue2	0.395815598961038	#EEC900	gold	#0000EE	blue
gold2	blue3	0.370597731231037	#EEC900	gold	#0000CD	blue
gold2	blue4	0.320161995771036	#EEC900	gold	#00008B	blue
gold2	blueviolet	0.310649005443068	#EEC900	gold	#8A2BE2	blueviolet
gold2	darkorchid1	0.31267544966957	#EEC900	gold	#BF3EFF	orchid
gold2	darkorchid2	0.300490410835135	#EEC900	gold	#B23AEE	orchid
gold2	darkviolet	0.323810518669311	#EEC900	gold	#9400D3	violet
gold2	dodgerblue	0.30430680164936	#EEC900	gold	#1E90FF	blue
gold3	blue	0.379057390710192	#CDAD00	gold	#0000FF	blue
gold3	blue2	0.366066367940192	#CDAD00	gold	#0000EE	blue
gold3	blue3	0.340848500210191	#CDAD00	gold	#0000CD	blue
gold4	blue	0.3195589286685	#8B7500	gold	#0000FF	blue
gold4	blue2	0.3065679058985	#8B7500	gold	#0000EE	blue
goldenrod	blue	0.353889101839459	#DAA520	goldenrod	#0000FF	blue
goldenrod	blue2	0.340898079069458	#DAA520	goldenrod	#0000EE	blue
goldenrod	blue3	0.315680211339458	#DAA520	goldenrod	#0000CD	blue
goldenrod1	blue	0.381205883794676	#FFC125	goldenrod	#0000FF	blue
goldenrod1	blue2	0.368214861024675	#FFC125	goldenrod	#0000EE	blue
goldenrod1	blue3	0.342996993294675	#FFC125	goldenrod	#0000CD	blue
goldenrod2	blue	0.369103625328699	#EEB422	goldenrod	#0000FF	blue
goldenrod2	blue2	0.356112602558698	#EEB422	goldenrod	#0000EE	blue
goldenrod2	blue3	0.330894734828698	#EEB422	goldenrod	#0000CD	blue
goldenrod3	blue	0.34513541919533	#CD9B1D	goldenrod	#0000FF	blue
goldenrod3	blue2	0.332144396425329	#CD9B1D	goldenrod	#0000EE	blue
goldenrod3	blue3	0.306926528695329	#CD9B1D	goldenrod	#0000CD	blue
green	blue	0.361476887735551	#00FF00	green	#0000FF	blue
green	blue2	0.34848586496555	#00FF00	green	#0000EE	blue
green	blue3	0.32326799723555	#00FF00	green	#0000CD	blue
green	brown1	0.343297239158733	#00FF00	green	#FF4040	brown
green	brown2	0.332519877462351	#00FF00	green	#EE3B3B	brown
green	brown3	0.310608015061455	#00FF00	green	#CD3333	brown
green	coral	0.3017011629347	#00FF00	green	#FF7F50	coral
green	coral1	0.311272758860109	#00FF00	green	#FF7256	coral
green	coral2	0.302450865464178	#00FF00	green	#EE6A50	coral
green	darkmagenta	0.30188748338878	#00FF00	green	#8B008B	magenta
green	darkorchid1	0.313455269127916	#00FF00	green	#BF3EFF	orchid
green	darkorchid2	0.30393505600188	#00FF00	green	#B23AEE	orchid
green	darkred	0.30632816030592	#00FF00	green	#8B0000	red
green	darkviolet	0.316780945093191	#00FF00	green	#9400D3	violet
green	deeppink	0.382354366296727	#00FF00	green	#FF1493	pink
green	deeppink2	0.368984046002404	#00FF00	green	#EE1289	pink
green	deeppink3	0.341780018022708	#00FF00	green	#CD1076	pink
green	firebrick1	0.352593087343371	#00FF00	green	#FF3030	firebrick
green	firebrick2	0.34123473513545	#00FF00	green	#EE2C2C	firebrick
green	firebrick3	0.318160891711474	#00FF00	green	#CD2626	firebrick
green2	blue	0.352214258415	#00EE00	green	#0000FF	blue
green2	blue2	0.337378428553181	#00EE00	green	#0000EE	blue
green2	blue3	0.31216056082318	#00EE00	green	#0000CD	blue
green2	brown1	0.331614177952994	#00EE00	green	#FF4040	brown
green2	brown2	0.320836816256613	#00EE00	green	#EE3B3B	brown
green2	darkorchid1	0.301772207922178	#00EE00	green	#BF3EFF	orchid
green2	darkviolet	0.305097883887453	#00EE00	green	#9400D3	violet
green2	deeppink	0.370671305090989	#00EE00	green	#FF1493	pink
green2	deeppink2	0.357300984796666	#00EE00	green	#EE1289	pink
green2	deeppink3	0.33009695681697	#00EE00	green	#CD1076	pink
green2	firebrick1	0.340910026137633	#00EE00	green	#FF3030	firebrick
green2	firebrick2	0.329551673929712	#00EE00	green	#EE2C2C	firebrick
green2	firebrick3	0.306477830505736	#00EE00	green	#CD2626	firebrick
green3	blue	0.336686906471336	#00CD00	green	#0000FF	blue
green3	blue2	0.3206716321984	#00CD00	green	#0000EE	blue
green3	brown1	0.308935294435973	#00CD00	green	#FF4040	brown
green3	deeppink	0.347992421573967	#00CD00	green	#FF1493	pink
green3	deeppink2	0.334622101279644	#00CD00	green	#EE1289	pink
green3	deeppink3	0.307418073299949	#00CD00	green	#CD1076	pink
green3	firebrick1	0.318231142620612	#00CD00	green	#FF3030	firebrick
green3	firebrick2	0.306872790412691	#00CD00	green	#EE2C2C	firebrick
green4	blue	0.305632202584007	#008B00	green	#0000FF	blue
green4	deeppink	0.302634654539925	#008B00	green	#FF1493	pink
greenyellow	blue	0.385610559989595	#ADFF2F	greenyellow	#0000FF	blue
greenyellow	blue2	0.372619537219595	#ADFF2F	greenyellow	#0000EE	blue
greenyellow	blue3	0.347401669489594	#ADFF2F	greenyellow	#0000CD	blue
greenyellow	darkviolet	0.300614456927868	#ADFF2F	greenyellow	#9400D3	violet
hotpink	cyan	0.300351919260849	#FF69B4	pink	#00FFFF	cyan
hotpink	green	0.327445256904239	#FF69B4	pink	#00FF00	green
hotpink	green2	0.315762195698501	#FF69B4	pink	#00EE00	green
hotpink1	green	0.324009062431963	#FF6EB4	pink	#00FF00	green
hotpink1	green2	0.312326001226225	#FF6EB4	pink	#00EE00	green
hotpink2	green	0.311694474777805	#EE6AA7	pink	#00FF00	green
hotpink2	green2	0.300011413572066	#EE6AA7	pink	#00EE00	green
indianred1	green	0.318895637674055	#FF6A6A	red	#00FF00	green
indianred1	green2	0.307212576468317	#FF6A6A	red	#00EE00	green
indianred2	green	0.309280257000754	#EE6363	red	#00FF00	green
khaki	blue	0.321463928085499	#F0E68C	khaki	#0000FF	blue
khaki	blue2	0.308472905315498	#F0E68C	khaki	#0000EE	blue
khaki1	blue	0.334832102396767	#FFF68F	khaki	#0000FF	blue
khaki1	blue2	0.321841079626767	#FFF68F	khaki	#0000EE	blue
khaki2	blue	0.326118952763313	#EEE685	khaki	#0000FF	blue
khaki2	blue2	0.313127929993313	#EEE685	khaki	#0000EE	blue
khaki3	blue	0.307511407872498	#CDC673	khaki	#0000FF	blue
lawngreen	blue	0.402558391413574	#7CFC00	lawngreen	#0000FF	blue
lawngreen	blue2	0.389567368643574	#7CFC00	lawngreen	#0000EE	blue
lawngreen	blue3	0.364349500913573	#7CFC00	lawngreen	#0000CD	blue
lawngreen	blue4	0.313913765453572	#7CFC00	lawngreen	#00008B	blue
lawngreen	blueviolet	0.309150847483949	#7CFC00	lawngreen	#8A2BE2	blueviolet
lawngreen	darkorchid1	0.319588645719265	#7CFC00	lawngreen	#BF3EFF	orchid
lawngreen	darkorchid2	0.307403606884831	#7CFC00	lawngreen	#B23AEE	orchid
lawngreen	darkviolet	0.317562288351847	#7CFC00	lawngreen	#9400D3	violet
lawngreen	dodgerblue	0.305132396444417	#7CFC00	lawngreen	#1E90FF	blue
lightgoldenrod	blue	0.322531078680882	#EEDD82	goldenrod	#0000FF	blue
lightgoldenrod	blue2	0.309540055910882	#EEDD82	goldenrod	#0000EE	blue
lightgoldenrod1	blue	0.331355027511844	#FFEC8B	goldenrod	#0000FF	blue
lightgoldenrod1	blue2	0.318364004741844	#FFEC8B	goldenrod	#0000EE	blue
lightgoldenrod2	blue	0.32187770006839	#EEDC82	goldenrod	#0000FF	blue
lightgoldenrod2	blue2	0.30888667729839	#EEDC82	goldenrod	#0000EE	blue
lightgoldenrod3	blue	0.30457691240256	#CDBE70	goldenrod	#0000FF	blue
lightslateblue	chartreuse	0.306765024245059	#8470FF	blue	#7FFF00	chartreuse
lightslateblue	gold	0.307125600670157	#8470FF	blue	#FFD700	gold
lightslateblue	lawngreen	0.304903877832727	#8470FF	blue	#7CFC00	lawngreen
limegreen	blue	0.30795456641557	#32CD32	limegreen	#0000FF	blue
limegreen	deeppink	0.302437901680908	#32CD32	limegreen	#FF1493	pink
magenta	chartreuse	0.341031588210985	#FF00FF	magenta	#7FFF00	chartreuse
magenta	chartreuse2	0.331683942442191	#FF00FF	magenta	#76EE00	chartreuse
magenta	chartreuse3	0.313758889363016	#FF00FF	magenta	#66CD00	chartreuse
magenta	cyan	0.380480631897289	#FF00FF	magenta	#00FFFF	cyan
magenta	cyan2	0.37060379320111	#FF00FF	magenta	#00EEEE	cyan
magenta	cyan3	0.351431106320292	#FF00FF	magenta	#00CDCD	cyan
magenta	cyan4	0.313085732558656	#FF00FF	magenta	#008B8B	cyan
magenta	darkgoldenrod1	0.31314526578337	#FF00FF	magenta	#FFB90F	goldenrod
magenta	darkgoldenrod2	0.305893473486425	#FF00FF	magenta	#EEAD0E	goldenrod
magenta	darkgreen	0.301051940900124	#FF00FF	magenta	#006400	green
magenta	darkorange	0.306102728400482	#FF00FF	magenta	#FF8C00	orange
magenta	darkturquoise	0.351693351683086	#FF00FF	magenta	#00CED1	turquoise
magenta	deepskyblue	0.336497342652156	#FF00FF	magenta	#00BFFF	skyblue
magenta	deepskyblue2	0.329369459533798	#FF00FF	magenta	#00B2EE	skyblue
magenta	deepskyblue3	0.316381922703077	#FF00FF	magenta	#009ACD	skyblue
magenta	gold	0.341392164636082	#FF00FF	magenta	#FFD700	gold
magenta	gold2	0.332257245748957	#FF00FF	magenta	#EEC900	gold
magenta	gold3	0.314137264295676	#FF00FF	magenta	#CDAD00	gold
magenta	green	0.407573969540678	#FF00FF	magenta	#00FF00	green
magenta	green2	0.39589090833494	#FF00FF	magenta	#00EE00	green
magenta	green3	0.373212024817919	#FF00FF	magenta	#00CD00	green
magenta	green4	0.327854257783876	#FF00FF	magenta	#008B00	green
magenta	greenyellow	0.303647455985698	#FF00FF	magenta	#ADFF2F	greenyellow
magenta	lawngreen	0.339170441798652	#FF00FF	magenta	#7CFC00	lawngreen
magenta	lightseagreen	0.310839405093765	#FF00FF	magenta	#20B2AA	seagreen
magenta	limegreen	0.327657504924859	#FF00FF	magenta	#32CD32	limegreen
magenta2	chartreuse	0.327563871394529	#EE00EE	magenta	#7FFF00	chartreuse
magenta2	chartreuse2	0.318216225625735	#EE00EE	magenta	#76EE00	chartreuse
magenta2	chartreuse3	0.300291172546561	#EE00EE	magenta	#66CD00	chartreuse
magenta2	cyan	0.367697434941734	#EE00EE	magenta	#00FFFF	cyan
magenta2	cyan2	0.355115256437469	#EE00EE	magenta	#00EEEE	cyan
magenta2	cyan3	0.335942569556651	#EE00EE	magenta	#00CDCD	cyan
magenta2	darkturquoise	0.336204814919445	#EE00EE	magenta	#00CED1	turquoise
magenta2	deepskyblue	0.321008805888516	#EE00EE	magenta	#00BFFF	skyblue
magenta2	deepskyblue2	0.313880922770158	#EE00EE	magenta	#00B2EE	skyblue
magenta2	deepskyblue3	0.300893385939437	#EE00EE	magenta	#009ACD	skyblue
magenta2	gold	0.328251590399434	#EE00EE	magenta	#FFD700	gold
magenta2	gold2	0.318789528932502	#EE00EE	magenta	#EEC900	gold
magenta2	gold3	0.30066954747922	#EE00EE	magenta	#CDAD00	gold
magenta2	green	0.392085432777038	#EE00EE	magenta	#00FF00	green
magenta2	green2	0.3804023715713	#EE00EE	magenta	#00EE00	green
